st_abb,st_code,ym,tmin,tmax,tavg,ppt
MA,25,200301,-12.195,-2.57,-7.382,74.57
MD,24,200301,-6.359,2.082,-2.139,62.834
ME,23,200301,-18.626,-7.722,-13.174,34.291
MI,26,200301,-12.735,-4.515,-8.625,22.311
MN,27,200301,-17.461,-7.217,-12.339,5.797
MO,29,200301,-8.476,2.567,-2.955,16.234
MS,28,200301,-1.869,10.604,4.367,50.062
MT,30,200301,-9.848,1.238,-4.305,32.541
NC,37,200301,-3.252,8.157,2.453,56.181
ND,38,200301,-17.387,-6.569,-11.978,7.28
NE,31,200301,-10.122,3.939,-3.092,9.356
NH,33,200301,-16.695,-5.936,-11.315,61.507
NJ,34,200301,-7.577,0.929,-3.324,65.599
NM,35,200301,-3.963,13.137,4.587,2.058
NV,32,200301,-2.256,10.981,4.362,13.562
NY,36,200301,-14.609,-5.072,-9.84,67.419
OH,39,200301,-10.21,-1.997,-6.103,43.926
OK,40,200301,-4.382,9.029,2.324,1.844
OR,41,200301,-0.257,7.725,3.734,127.227
PA,42,200301,-10.748,-2.614,-6.681,61.097
RI,44,200301,-9.134,-0.968,-5.051,61.063
SC,45,200301,-1.264,11.407,5.072,46.85
SD,46,200301,-12.988,-0.596,-6.792,11.555
TN,47,200301,-5.787,5.258,-0.265,55.952
TX,48,200301,0.283,14.48,7.382,14.694
UT,49,200301,-4.689,7.828,1.57,11.919
VA,51,200301,-5.847,4.397,-0.725,57.642
VT,50,200301,-17.843,-7.288,-12.565,51.376
WA,53,200301,-0.634,5.082,2.224,208.273
WI,55,200301,-15.52,-5.457,-10.488,8.468
WV,54,200301,-8.631,0.479,-4.076,62.662
WY,56,200301,-8.463,3.159,-2.652,20.834
AL,1,200302,2.311,14.516,8.413,173.913
AR,5,200302,-0.933,8.891,3.979,156.365
AZ,4,200302,0.781,14.135,7.458,64.304
CA,6,200302,1.731,13.5,7.615,65.935
CO,8,200302,-10.241,3.381,-3.43,38.41
CT,9,200302,-9.846,0.03,-4.908,112.507
DE,10,200302,-4.638,4.232,-0.203,170.409
FL,12,200302,9.112,22.677,15.894,101.517
GA,13,200302,2.903,15.343,9.123,134.382
IA,19,200302,-12.994,-0.812,-6.903,20.729
ID,16,200302,-8.215,2.504,-2.855,54.195
IL,17,200302,-8.439,1.247,-3.596,50.429
IN,18,200302,-8.193,0.557,-3.817,74.664
KS,20,200302,-7.512,5.861,-0.825,30.182
KY,21,200302,-3.419,4.766,0.674,175.665
LA,22,200302,4.842,15.021,9.932,189.665
MA,25,200302,-10.555,-0.448,-5.502,106.725
MD,24,200302,-5.102,3.41,-0.846,155.024
ME,23,200302,-17.436,-5.622,-11.529,65.919
MI,26,200302,-14.549,-3.68,-9.114,28.115
MN,27,200302,-18.753,-6.507,-12.63,10.852
MO,29,200302,-6.297,4.391,-0.953,65.952
MS,28,200302,2.161,12.988,7.575,230.052
MT,30,200302,-11.443,-0.667,-6.055,32.8
NC,37,200302,-0.409,10.461,5.026,131.455
ND,38,200302,-19.168,-7.275,-13.221,4.323
NE,31,200302,-10.698,2.327,-4.185,16.869
NH,33,200302,-14.592,-3.278,-8.935,69.33
NJ,34,200302,-7.165,2.213,-2.476,135.536
NM,35,200302,-3.7,10.917,3.608,27.151
NV,32,200302,-5.563,7.399,0.918,25.326
NY,36,200302,-13.176,-2.721,-7.948,66.23
OH,39,200302,-8.451,0.136,-4.157,75.603
OK,40,200302,-3.182,9.192,3.005,47.4
OR,41,200302,-3.547,7.042,1.747,64.338
PA,42,200302,-9.644,-0.626,-5.135,92.032
RI,44,200302,-8.47,0.475,-3.998,108.976
SC,45,200302,1.661,13.805,7.733,103.685
SD,46,200302,-13.755,-1.406,-7.581,16.332
TN,47,200302,-1.561,7.769,3.104,248.063
TX,48,200302,2.296,14.815,8.555,62.402
UT,49,200302,-6.374,5.411,-0.481,38.97
VA,51,200302,-3.336,5.789,1.227,161.203
VT,50,200302,-16.041,-4.035,-10.038,49.654
WA,53,200302,-2.497,6.471,1.987,76.675
WI,55,200302,-17.076,-4.308,-10.692,16.455
WV,54,200302,-5.516,2.515,-1.5,160.867
WY,56,200302,-12.779,-0.495,-6.637,29.84
AL,1,200303,7.893,19.748,13.82,122.053
AR,5,200303,3.732,16.536,10.134,51.705
AZ,4,200303,2.485,17.4,9.942,28.242
CA,6,200303,3.7,16.626,10.163,70.677
CO,8,200303,-5.233,8.991,1.879,62.727
CT,9,200303,-4.759,8.095,1.668,116.064
DE,10,200303,1.16,12.005,6.583,97.172
FL,12,200303,15.467,26.399,20.933,170.042
GA,13,200303,8.841,20.417,14.629,188.144
IA,19,200303,-4.92,7.239,1.159,30.049
ID,16,200303,-3.79,7.085,1.647,86.132
IL,17,200303,-1.386,10.846,4.73,52.804
IN,18,200303,-1.032,11.405,5.186,57.23
KS,20,200303,-1.116,13.018,5.951,58.628
KY,21,200303,2.307,15.456,8.882,54.974
LA,22,200303,9.033,20.096,14.564,92.166
MA,25,200303,-5.567,7.38,0.907,114.712
MD,24,200303,0.355,12.073,6.214,104.399
ME,23,200303,-11.281,1.548,-4.866,87.678
MI,26,200303,-8.517,4.446,-2.035,56.753
MN,27,200303,-10.367,2.105,-4.131,22.453
MO,29,200303,-0.073,12.943,6.435,61.103
MS,28,200303,7.128,19.099,13.114,91.632
MT,30,200303,-7.827,4.046,-1.89,52.851
NC,37,200303,5.269,17.383,11.326,153.877
ND,38,200303,-11.857,0.226,-5.816,20.361
NE,31,200303,-4.439,10.395,2.978,31.427
NH,33,200303,-9.361,4.366,-2.497,79.304
NJ,34,200303,-1.368,10.663,4.647,109.021
NM,35,200303,-1.163,15.248,7.043,19.129
NV,32,200303,-2.013,12.139,5.063,21.297
NY,36,200303,-6.972,5.527,-0.723,72.68
OH,39,200303,-1.756,10.689,4.467,57.233
OK,40,200303,1.634,16.236,8.935,52.38
OR,41,200303,-0.305,10.145,4.92,133.213
PA,42,200303,-3.881,8.639,2.379,73.386
RI,44,200303,-3.54,7.899,2.18,140.751
SC,45,200303,7.827,19.295,13.561,192.115
SD,46,200303,-7.543,6.471,-0.536,24.364
TN,47,200303,3.877,16.651,10.264,65.473
TX,48,200303,6.289,20.676,13.483,31.426
UT,49,200303,-2.268,10.653,4.193,35.049
VA,51,200303,1.668,15.13,8.399,110.285
VT,50,200303,-9.523,3.784,-2.869,66.926
WA,53,200303,0.169,9.099,4.634,193.494
WI,55,200303,-7.952,3.896,-2.028,47.603
WV,54,200303,-0.328,13.471,6.572,52.964
WY,56,200303,-6.588,5.045,-0.771,57.612
AL,1,200304,10.409,23.84,17.124,164.815
AR,5,200304,9.262,23.186,16.224,72.8
AZ,4,200304,4.572,21.44,13.006,7.444
CA,6,200304,3.751,15.77,9.761,103.504
CO,8,200304,-0.91,14.896,6.993,45.981
CT,9,200304,1.783,12.094,6.939,85.028
DE,10,200304,5.556,15.506,10.531,85.96
FL,12,200304,14.407,26.736,20.572,74.416
GA,13,200304,10.567,23.248,16.907,120.269
IA,19,200304,3.301,16.515,9.908,82.528
ID,16,200304,-1.524,10.841,4.659,66.141
IL,17,200304,5.168,17.91,11.539,81.094
IN,18,200304,5.245,17.853,11.549,75.158
KS,20,200304,5.44,20.327,12.884,83.37
KY,21,200304,7.647,20.342,13.995,142.152
LA,22,200304,12.842,25.39,19.116,91.01
MA,25,200304,0.616,11.05,5.833,102.464
MD,24,200304,5.319,16.468,10.893,76.473
ME,23,200304,-4.025,7.638,1.807,47.761
MI,26,200304,-1.7,11.101,4.701,71.814
MN,27,200304,-0.656,12.674,6.009,53.732
MO,29,200304,6.959,19.828,13.393,106.414
MS,28,200304,11.025,24.386,17.706,136.649
MT,30,200304,-0.214,13.292,6.539,50.228
NC,37,200304,8.039,20.253,14.146,164.18
ND,38,200304,-0.047,13.88,6.916,23.003
NE,31,200304,3.004,17.119,10.062,82.651
NH,33,200304,-2.102,9.71,3.804,75.773
NJ,34,200304,3.645,14.177,8.911,74.591
NM,35,200304,2.212,21.037,11.624,4.898
NV,32,200304,-0.207,13.247,6.52,43.124
NY,36,200304,-0.636,10.508,4.936,67.766
OH,39,200304,4.422,17.094,10.758,65.263
OK,40,200304,7.617,23.233,15.425,50.478
OR,41,200304,-0.057,10.961,5.452,107.655
PA,42,200304,2.051,14.513,8.282,67.841
RI,44,200304,2.065,11.198,6.631,121.239
SC,45,200304,9.975,21.865,15.92,155.032
SD,46,200304,1.692,15.73,8.711,54.805
TN,47,200304,8.301,21.414,14.858,134.073
TX,48,200304,11.153,26.591,18.872,23.014
UT,49,200304,0.567,14.917,7.742,25.129
VA,51,200304,5.952,18.582,12.267,122.299
VT,50,200304,-2.2,8.904,3.352,70.394
WA,53,200304,1.459,11.926,6.693,99.139
WI,55,200304,-0.89,12.093,5.602,70.762
WV,54,200304,4.563,18.251,11.407,95.304
WY,56,200304,-1.395,12.952,5.779,33.713
AL,1,200305,16.537,27.35,21.944,223.168
AR,5,200305,15.451,26.41,20.93,183.152
AZ,4,200305,10.89,28.894,19.892,2.447
CA,6,200305,8.654,23.595,16.125,27.042
CO,8,200305,3.781,19.485,11.632,46.964
CT,9,200305,7.464,18.015,12.739,116.871
DE,10,200305,10.422,19.114,14.768,134.788
FL,12,200305,19.96,31.047,25.503,111.701
GA,13,200305,16.485,27.561,22.023,168.506
IA,19,200305,8.244,20.338,14.291,121.818
ID,16,200305,2.165,16.585,9.375,52.426
IL,17,200305,10.28,21.748,16.014,148.404
IN,18,200305,10.537,21.287,15.912,172.225
KS,20,200305,10.045,23.945,16.995,92.53
KY,21,200305,12.701,23.201,17.951,175.923
LA,22,200305,19.535,29.835,24.685,68.385
MA,25,200305,7.01,17.395,12.203,102.501
MD,24,200305,10.881,19.572,15.227,155.506
ME,23,200305,4.152,15.493,9.822,86.307
MI,26,200305,5.488,17.638,11.563,109.378
MN,27,200305,5.818,18.991,12.404,91.911
MO,29,200305,11.451,23.466,17.458,132.634
MS,28,200305,17.279,28.196,22.737,159.343
MT,30,200305,3.002,16.253,9.627,61.564
NC,37,200305,13.831,24.126,18.979,189.451
ND,38,200305,5.713,17.953,11.833,102.037
NE,31,200305,7.366,20.504,13.935,87.754
NH,33,200305,5.563,16.614,11.089,113.876
NJ,34,200305,9.007,18.697,13.852,88.61
NM,35,200305,7.97,26.584,17.277,10.372
NV,32,200305,5.127,21.303,13.215,22.575
NY,36,200305,6.487,17.566,12.026,119.555
OH,39,200305,10.081,20.553,15.317,175.655
OK,40,200305,13.223,27.062,20.142,99.455
OR,41,200305,3.243,17.324,10.284,48.826
PA,42,200305,8.079,18.421,13.25,124.195
RI,44,200305,7.462,16.943,12.202,83.351
SC,45,200305,15.881,26.445,21.163,143.605
SD,46,200305,6.476,19.136,12.806,73.797
TN,47,200305,13.615,24.453,19.035,259.574
TX,48,200305,17.156,31.042,24.099,41.427
UT,49,200305,5.902,21.608,13.755,28.021
VA,51,200305,11.701,21.479,16.59,183.337
VT,50,200305,5.549,16.548,11.048,108.542
WA,53,200305,4.228,16.551,10.389,37.971
WI,55,200305,5.593,18.481,12.037,127.263
WV,54,200305,9.99,20.32,15.155,181.727
WY,56,200305,2.217,16.621,9.419,45.696
AL,1,200306,18.833,29.604,24.218,203.464
AR,5,200306,17.458,28.231,22.845,158.221
AZ,4,200306,15.611,33.876,24.743,0.915
CA,6,200306,13.044,29.682,21.363,0.875
CO,8,200306,7.41,23.246,15.328,54.106
CT,9,200306,13.557,22.962,18.26,181.95
DE,10,200306,16.366,25.469,20.918,178.094
FL,12,200306,22.064,31.22,26.642,272.362
GA,13,200306,19.112,30.065,24.588,180.996
IA,19,200306,13.638,25.585,19.612,117.593
ID,16,200306,6.374,23.207,14.791,16.588
IL,17,200306,13.985,25.655,19.82,96.559
IN,18,200306,13.858,25.3,19.579,82.529
KS,20,200306,14.842,27.562,21.202,114.348
KY,21,200306,14.614,26.179,20.396,154.934
LA,22,200306,21.493,31.254,26.373,225.979
MA,25,200306,12.931,22.516,17.724,143.328
MD,24,200306,15.808,25.121,20.464,173.964
ME,23,200306,10.099,22.481,16.29,84.673
MI,26,200306,9.666,23.254,16.46,56.667
MN,27,200306,11.443,23.608,17.525,126.17
MO,29,200306,14.772,26.379,20.575,126.232
MS,28,200306,19.41,30.084,24.747,213.756
MT,30,200306,7.338,21.305,14.322,58.228
NC,37,200306,17.462,28.077,22.769,145.514
ND,38,200306,10.852,22.416,16.634,85.327
NE,31,200306,12.293,25.374,18.834,114.849
NH,33,200306,11.054,22.808,16.931,72.038
NJ,34,200306,14.702,24.45,19.576,212.377
NM,35,200306,11.792,29.682,20.737,36.843
NV,32,200306,10.223,28.653,19.438,2.443
NY,36,200306,11.625,22.261,16.943,107.995
OH,39,200306,13.469,24.315,18.892,100.419
OK,40,200306,16.805,28.901,22.853,137.679
OR,41,200306,7.209,24.797,16.003,5.85
PA,42,200306,12.387,22.676,17.532,159.562
RI,44,200306,13.458,21.942,17.7,159.545
SC,45,200306,18.843,30.037,24.44,173.952
SD,46,200306,11.448,24.088,17.768,91.53
TN,47,200306,15.623,27.09,21.357,129.309
TX,48,200306,19.295,32.154,25.725,123.288
UT,49,200306,10.505,27.211,18.858,13.5
VA,51,200306,15.244,25.98,20.612,162.71
VT,50,200306,10.71,22.667,16.689,80.094
WA,53,200306,8.697,23.157,15.927,15.149
WI,55,200306,10.908,23.483,17.195,88.518
WV,54,200306,12.412,23.876,18.144,164.894
WY,56,200306,5.784,20.466,13.125,56.185
AL,1,200307,20.714,30.837,25.776,209.339
AR,5,200307,21.103,32.215,26.659,99.427
AZ,4,200307,20.535,37.321,28.928,28.695
CA,6,200307,17.22,34.111,25.665,5.007
CO,8,200307,12.732,31.64,22.186,27.172
CT,9,200307,16.492,27.222,21.857,74.465
DE,10,200307,19.877,29.28,24.578,134.513
FL,12,200307,22.515,32.193,27.354,194.533
GA,13,200307,20.985,30.974,25.979,196.341
IA,19,200307,16.858,28.705,22.781,106.248
ID,16,200307,11.809,30.838,21.324,8.661
IL,17,200307,17.831,29.465,23.648,127.155
IN,18,200307,17.181,28.586,22.884,212.738
KS,20,200307,19.708,35.408,27.558,22.523
KY,21,200307,18.579,29.613,24.096,119.508
LA,22,200307,22.543,32.312,27.427,173.62
MA,25,200307,16.133,27.084,21.608,66.101
MD,24,200307,19.17,29.011,24.091,126.649
ME,23,200307,13.37,24.359,18.864,94.505
MI,26,200307,13.209,26.322,19.765,86.963
MN,27,200307,14.188,26.641,20.414,83.72
MO,29,200307,19.406,31.723,25.565,66.938
MS,28,200307,21.227,31.661,26.444,174.733
MT,30,200307,12.017,30.543,21.28,14.65
NC,37,200307,20.12,30.031,25.076,202.823
ND,38,200307,13.955,28.097,21.026,48.288
NE,31,200307,16.714,32.594,24.654,42.535
NH,33,200307,13.858,25.747,19.803,78.811
NJ,34,200307,18.26,29.082,23.671,94.71
NM,35,200307,16.061,34.006,25.033,20.087
NV,32,200307,14.952,34.202,24.577,10.133
NY,36,200307,14.379,25.698,20.038,120.213
OH,39,200307,16.51,27.625,22.068,174.141
OK,40,200307,21.27,35.444,28.357,24.803
OR,41,200307,11.302,30.53,20.916,6.545
PA,42,200307,14.99,26.569,20.779,143.9
RI,44,200307,17.322,26.686,22.004,88.465
SC,45,200307,21.285,30.994,26.139,229.567
SD,46,200307,15.798,31.441,23.62,44.093
TN,47,200307,19.119,29.878,24.498,157.828
TX,48,200307,21.351,34.191,27.771,67.7
UT,49,200307,16.278,34.297,25.287,8.349
VA,51,200307,18.432,29.017,23.725,153.932
VT,50,200307,13.555,24.931,19.243,114.065
WA,53,200307,11.255,28.036,19.646,5.208
WI,55,200307,14.075,26.48,20.278,85.062
WV,54,200307,15.945,27.215,21.58,147.959
WY,56,200307,12.139,30.611,21.375,11.254
AL,1,200308,21.182,31.57,26.376,155.451
AR,5,200308,21.297,32.967,27.132,78.806
AZ,4,200308,19.315,34.017,26.666,46.619
CA,6,200308,15.629,31.491,23.56,16.638
CO,8,200308,11.7,28.563,20.131,49.73
CT,9,200308,17.655,27.286,22.47,135.556
DE,10,200308,20.191,29.301,24.746,140.004
FL,12,200308,22.706,31.779,27.243,235.194
GA,13,200308,21.306,31.224,26.265,154.198
IA,19,200308,16.69,30.203,23.447,26.572
ID,16,200308,11.057,28.99,20.023,24.128
IL,17,200308,17.724,30.268,23.996,59.97
IN,18,200308,17.516,29.109,23.313,89.088
KS,20,200308,19.173,34.42,26.796,116.789
KY,21,200308,18.899,29.967,24.433,127.194
LA,22,200308,22.8,33.387,28.094,109.599
MA,25,200308,16.829,26.932,21.881,146.889
MD,24,200308,19.598,29.234,24.417,130.268
ME,23,200308,13.708,24.317,19.013,89.008
MI,26,200308,13.839,26.874,20.356,74.256
MN,27,200308,14.473,27.89,21.181,39.545
MO,29,200308,19.502,32.684,26.093,99.103
MS,28,200308,21.426,32.562,26.994,133.288
MT,30,200308,12.323,30.13,21.227,19.203
NC,37,200308,20.476,30.236,25.356,171.854
ND,38,200308,14.52,30.097,22.308,29.082
NE,31,200308,16.257,32.108,24.183,37.019
NH,33,200308,14.503,25.477,19.99,158.439
NJ,34,200308,19.029,28.975,24.002,126.876
NM,35,200308,15.288,31.291,23.289,48.205
NV,32,200308,13.434,30.798,22.116,29.778
NY,36,200308,15.149,26.071,20.61,124.404
OH,39,200308,17.021,28.014,22.517,131.442
OK,40,200308,20.873,35.344,28.108,112.061
OR,41,200308,10.204,28.296,19.25,12.185
PA,42,200308,16.153,27.015,21.584,147.674
RI,44,200308,18.361,27.078,22.72,127.249
SC,45,200308,21.633,31.321,26.477,133.885
SD,46,200308,15.864,31.931,23.897,29.9
TN,47,200308,19.477,30.566,25.022,117.986
TX,48,200308,21.371,35.167,28.269,61.229
UT,49,200308,14.789,30.779,22.784,31.647
VA,51,200308,19.041,29.388,24.215,142.599
VT,50,200308,14.498,25.129,19.814,138.649
WA,53,200308,11.073,26.964,19.019,6.955
WI,55,200308,14.596,27.885,21.24,53.619
WV,54,200308,16.65,27.626,22.138,137.91
WY,56,200308,11.794,28.858,20.326,23.781
AL,1,200309,16.585,29.235,22.91,93.233
AR,5,200309,15.083,27.461,21.272,89.733
AZ,4,200309,15.514,32.048,23.781,27.454
CA,6,200309,14.166,31.065,22.616,4.286
CO,8,200309,4.788,22.136,13.462,38.1
CT,9,200309,12.606,22.491,17.549,197.945
DE,10,200309,16.235,25.591,20.913,160.925
FL,12,200309,21.242,30.992,26.117,146.64
GA,13,200309,17.053,28.876,22.964,73.678
IA,19,200309,8.8,23.389,16.095,80.446
ID,16,200309,5.143,22.174,13.659,17.581
IL,17,200309,11.054,24.494,17.774,115.49
IN,18,200309,11.347,23.837,17.592,161.607
KS,20,200309,10.926,25.683,18.305,65.287
KY,21,200309,13.082,25.27,19.176,153.274
LA,22,200309,18.816,30.148,24.482,128.106
MA,25,200309,11.825,22.23,17.028,139.063
MD,24,200309,15.249,24.662,19.956,203.399
ME,23,200309,8.552,21.053,14.803,104.931
MI,26,200309,8.875,21.623,15.249,85.75
MN,27,200309,7.696,20.846,14.271,76.562
MO,29,200309,11.635,24.933,18.284,138.186
MS,28,200309,16.736,29.322,23.029,109.023
MT,30,200309,4.793,20.551,12.672,27.21
NC,37,200309,15.504,26.69,21.097,152.308
ND,38,200309,6.529,21.271,13.9,44.423
NE,31,200309,7.652,24.57,16.111,58.337
NH,33,200309,9.087,20.861,14.974,135.418
NJ,34,200309,14.751,24.273,19.512,153.218
NM,35,200309,10.409,27.397,18.903,25.595
NV,32,200309,8.803,27.155,17.979,8.762
NY,36,200309,10.259,21.49,15.874,137.867
OH,39,200309,11.36,22.926,17.143,152.481
OK,40,200309,14.127,26.951,20.539,82.625
OR,41,200309,7.333,24.988,16.161,26.542
PA,42,200309,11.15,21.73,16.44,177.333
RI,44,200309,13.709,22.833,18.271,108.216
SC,45,200309,16.828,28.321,22.574,81.506
SD,46,200309,7.67,23.732,15.701,45.842
TN,47,200309,13.846,26.57,20.208,145.513
TX,48,200309,17.102,29.344,23.223,105.923
UT,49,200309,8.211,25.369,16.79,16.195
VA,51,200309,13.814,24.945,19.379,210.438
VT,50,200309,8.76,20.84,14.8,126.604
WA,53,200309,8.474,22.969,15.722,32.735
WI,55,200309,8.883,21.684,15.283,81.08
WV,54,200309,11.727,22.89,17.308,166.689
WY,56,200309,3.488,19.734,11.611,32.107
AL,1,200310,10.497,24.346,17.421,40.676
AR,5,200310,10.142,23.877,17.01,62.486
AZ,4,200310,11.294,28.48,19.887,10.133
CA,6,200310,10.517,27.19,18.854,1.3
CO,8,200310,1.639,19.549,10.594,9.484
CT,9,200310,3.734,15.093,9.414,162.551
DE,10,200310,7.416,18.739,13.078,100.644
FL,12,200310,17.528,28.412,22.97,65.789
GA,13,200310,11.421,24.44,17.93,77.855
IA,19,200310,3.586,18.809,11.197,25.897
ID,16,200310,1.921,17.245,9.583,20.713
IL,17,200310,5.205,19.205,12.205,49.447
IN,18,200310,5,18.003,11.501,60.741
KS,20,200310,6.128,22.516,14.322,32.909
KY,21,200310,6.867,20.386,13.626,63.146
LA,22,200310,13.303,26.411,19.857,60.579
MA,25,200310,3.546,14.711,9.128,145.756
MD,24,200310,6.79,18.155,12.473,105.209
ME,23,200310,1.674,12.012,6.843,199.112
MI,26,200310,2.095,13.49,7.793,58.618
MN,27,200310,1.87,14.633,8.251,29.01
MO,29,200310,6.991,20.783,13.887,60.742
MS,28,200310,11.051,24.852,17.952,65.492
MT,30,200310,1.424,16.655,9.04,34.432
NC,37,200310,9.024,21.221,15.123,94.757
ND,38,200310,1.23,16.506,8.868,16.363
NE,31,200310,3.51,21.287,12.399,20.82
NH,33,200310,1.433,12.75,7.091,161.402
NJ,34,200310,5.775,17.263,11.519,128.434
NM,35,200310,6.45,23.903,15.177,26.499
NV,32,200310,4.843,23.255,14.049,1.752
NY,36,200310,2.419,13.131,7.775,138.041
OH,39,200310,4.212,16.677,10.445,64.22
OK,40,200310,9.278,24.497,16.888,43.909
OR,41,200310,4.164,18.779,11.471,35.96
PA,42,200310,3.064,14.798,8.931,107.768
RI,44,200310,5.224,15.539,10.381,162.579
SC,45,200310,11.006,23.61,17.308,91.566
SD,46,200310,2.926,19.286,11.106,22.399
TN,47,200310,7.651,21.547,14.599,51.648
TX,48,200310,12.432,26.573,19.503,69.868
UT,49,200310,4.476,21.559,13.018,10.231
VA,51,200310,6.347,19.298,12.822,67.489
VT,50,200310,1.331,11.863,6.597,170.774
WA,53,200310,5.196,16.399,10.797,169.994
WI,55,200310,1.804,14.528,8.166,33.746
WV,54,200310,4.061,17.283,10.672,75.822
WY,56,200310,0.083,16.974,8.529,16.49
AL,1,200311,7.419,21.363,14.391,120.102
AR,5,200311,6.81,17.998,12.404,136.171
AZ,4,200311,2.227,16.097,9.162,27.593
CA,6,200311,2.309,13.508,7.909,58.356
CO,8,200311,-6.557,6.694,0.069,37.131
CT,9,200311,1.656,11.412,6.534,81.345
DE,10,200311,5.396,16.359,10.878,124.047
FL,12,200311,14.255,26.176,20.215,59.927
GA,13,200311,8.042,22.255,15.149,71.768
IA,19,200311,-2.923,7.005,2.041,88.128
ID,16,200311,-7.674,2.391,-2.642,67.244
IL,17,200311,1.768,12.079,6.924,114.683
IN,18,200311,2.687,12.708,7.697,110.412
KS,20,200311,-0.92,11.546,5.313,17.311
KY,21,200311,4.538,15.883,10.211,142.861
LA,22,200311,10.088,23.072,16.58,147.654
MA,25,200311,0.852,10.711,5.781,76.095
MD,24,200311,4.722,15.776,10.249,121.324
ME,23,200311,-3.056,6.442,1.693,112.608
MI,26,200311,-1.004,7.153,3.074,120.957
MN,27,200311,-7.372,1.285,-3.044,24.908
MO,29,200311,2.445,13.13,7.787,104.514
MS,28,200311,7.819,21.281,14.55,136.207
MT,30,200311,-10.416,0.672,-4.872,31.975
NC,37,200311,6.37,20.143,13.257,72.927
ND,38,200311,-12.25,-2.005,-7.128,11.979
NE,31,200311,-5.05,7.499,1.225,23.479
NH,33,200311,-1.915,7.937,3.011,98.315
NJ,34,200311,3.956,14.359,9.157,112.953
NM,35,200311,-0.635,14.627,6.996,22.12
NV,32,200311,-4.37,7.626,1.628,23.256
NY,36,200311,-0.031,9.461,4.715,114.072
OH,39,200311,2.834,12.887,7.861,93.522
OK,40,200311,3.904,15.748,9.826,53.022
OR,41,200311,-3.276,6.003,1.363,99.009
PA,42,200311,1.718,12.167,6.942,110.173
RI,44,200311,2.667,11.802,7.235,54.945
SC,45,200311,7.719,21.964,14.842,41.83
SD,46,200311,-7.958,2.894,-2.532,21.027
TN,47,200311,5.337,17.611,11.474,145.042
TX,48,200311,7.788,20.579,14.184,40.034
UT,49,200311,-4.324,6.29,0.983,36.349
VA,51,200311,4.05,17.349,10.7,113.308
VT,50,200311,-2.513,7.26,2.373,123.224
WA,53,200311,-3.488,4.835,0.674,178.909
WI,55,200311,-3.921,4.683,0.381,79.83
WV,54,200311,1.961,14.888,8.425,172.626
WY,56,200311,-9.974,0.959,-4.508,32.159
AL,1,200312,-0.492,13.187,6.348,86.385
AR,5,200312,-0.386,11.218,5.416,81.211
AZ,4,200312,-1.34,13.585,6.123,13.954
CA,6,200312,1.587,11.575,6.581,155.757
CO,8,200312,-9.527,5.248,-2.14,25.229
CT,9,200312,-4.419,4.723,0.152,138.462
DE,10,200312,-1.956,7.872,2.958,148.839
FL,12,200312,6.204,19.888,13.046,56.966
GA,13,200312,-0.517,13.69,6.587,61.345
IA,19,200312,-6.361,2.115,-2.123,34.717
ID,16,200312,-6.401,1.517,-2.442,93.625
IL,17,200312,-3.406,5.085,0.84,66.502
IN,18,200312,-3.143,4.725,0.791,71.21
KS,20,200312,-4.839,8.105,1.633,30.797
KY,21,200312,-1.959,7.535,2.788,89.215
LA,22,200312,2.646,16.195,9.421,88.614
MA,25,200312,-5.359,4.375,-0.492,151.606
MD,24,200312,-2.424,6.843,2.21,122.665
ME,23,200312,-10.345,-0.235,-5.29,160.755
MI,26,200312,-5.947,1.798,-2.074,51.665
MN,27,200312,-10.661,-1.779,-6.22,16.099
MO,29,200312,-2.711,6.901,2.095,88.897
MS,28,200312,0.065,13.556,6.811,87.256
MT,30,200312,-8.834,1.29,-3.772,35.965
NC,37,200312,-1.758,10.981,4.611,107.544
ND,38,200312,-11.111,-1.613,-6.362,13.874
NE,31,200312,-6.693,5.08,-0.807,8.564
NH,33,200312,-9.46,0.872,-4.294,179.358
NJ,34,200312,-2.884,6.61,1.863,158.313
NM,35,200312,-5.487,11.187,2.85,5.998
NV,32,200312,-4.914,5.947,0.517,44.068
NY,36,200312,-7.121,1.828,-2.646,116.042
OH,39,200312,-3.486,3.88,0.197,71.261
OK,40,200312,-1.55,12.257,5.354,31.99
OR,41,200312,-2.241,4.581,1.17,174.341
PA,42,200312,-5.131,3.147,-0.992,106.978
RI,44,200312,-3.202,5.788,1.293,140.736
SC,45,200312,-1.155,13.119,5.982,66.059
SD,46,200312,-7.803,2.185,-2.809,7.913
TN,47,200312,-1.835,9.231,3.698,96.762
TX,48,200312,1.004,17.271,9.138,17.776
UT,49,200312,-6.345,4.528,-0.908,47.039
VA,51,200312,-3.062,8.046,2.492,106.183
VT,50,200312,-10.78,-0.63,-5.705,173.457
WA,53,200312,-2.979,2.671,-0.154,141.701
WI,55,200312,-8.624,0.426,-4.099,34.697
WV,54,200312,-4.518,4.732,0.107,86.455
WY,56,200312,-9.425,1.208,-4.109,29.775
AL,1,200401,0.036,12.975,6.506,80.04
AR,5,200401,-0.969,10.331,4.681,78.451
AZ,4,200401,-0.967,12.565,5.799,16.108
CA,6,200401,0.927,11.639,6.283,61.896
CO,8,200401,-10.842,3.987,-3.428,23.879
CT,9,200401,-11.856,-3.168,-7.512,49.516
DE,10,200401,-6.434,2.303,-2.066,53.89
FL,12,200401,6.457,20.467,13.462,53.778
